session_id,customer_id,activity_type,product_id,timestamp
a557a67d-44ac-4b18-96f6-663e0facc4b6,8521bb29-f2a7-4f99-925c-5af7f1c5c0d3,Cart View,Unknown_Product,2023-09-22
a55d606a-de2f-481b-90c5-0a58c7b2d17e,a75a988f-48ba-4dc1-b61b-fa0ef8dd2e58,Add to Cart,P0240,2024-05-12
a5619ecb-4448-479b-b5e5-6b4cfbc5d493,fc2ac427-94bf-4460-b9e8-caba4c339929,Cart View,P0318,2023-12-14
a561e380-101e-45b9-bcf3-2e00a824a40e,77b2d931-b068-45e5-a629-f1254fe82eba,Search,Unknown_Product,2024-01-25
a56362cd-3a26-4555-bbd8-040a45b3a616,a7ce0f1c-be23-4d2e-b5a3-1dda4131d6fd,Remove from Cart,P0453,2025-07-22
a56594c1-d51c-4830-843c-edb4b2761c3c,96104d38-eb5e-40e0-bc0f-a1b2620acead,Product Click,P0042,2024-09-19
a5662c42-1ea3-4050-b99f-9a1e26819626,d6b3e77d-a4fe-41ec-9cff-3637c94a790c,Add to Cart,P0436,2024-05-24
a5690692-a78f-40fe-8ea2-15a7f484987b,ba0db8e7-2257-4d90-b78b-45a757f59ba6,Remove from Cart,Unknown_Product,2025-06-08
a56d95c7-4157-4c8f-bedd-4049690da90f,e4cd68c8-7b6d-4c13-8b88-8d607d3a99c1,Page View,P0145,2025-08-24
a56fab75-0e52-4c8a-a520-f1687aa7b88d,2694d9f1-b48e-4df9-93ab-94f1e40ff4e0,Remove from Cart,P0465,2025-06-20
a5718077-f847-4181-b0ad-38476946c0d7,b9c1e97c-3bbc-4c5e-96cb-e3371eef423d,Cart View,Unknown_Product,2024-07-21
a5740b5b-882e-4416-81f3-a88b11c2743d,8af20fe1-b573-4916-ac32-a4841078512f,Cart View,P0217,2025-03-19
a578303d-4a35-44fc-bc29-e2d5bdee4ad0,ed44decc-617f-49ab-ae64-ba3c63767283,Page View,P0206,2025-04-03
a579f006-abe3-403a-a387-10eca0cede74,a0ec024f-afa4-4644-8cce-5412acd94843,Search,P0370,2025-07-15
a5821472-6f2e-42de-a4ee-8ad63a1bf5e2,5622c21d-7d42-4ad8-aeea-2ad18e82799c,Remove from Cart,Unknown_Product,2025-07-08
a585272d-a966-4006-ba10-042809872c4f,457fb55d-ad87-4673-96bd-90a6a5f7c54c,Page View,P0275,2025-03-10
a58aa9e8-5d39-45f6-adc0-6afc7f483a22,6989f8ea-d2f8-4a7e-baa1-20a5d54f0c35,Product Click,P0131,2024-07-30
a58be233-55bc-429f-aa2b-16b18c295aa1,5af6cd4b-d943-4853-9ace-e46bf0c04d60,Product Click,P0080,2025-05-14
a5906a2e-f9fe-4dc9-b441-1dab50047ac5,f175e637-476c-4a83-b12a-0329d2504e2b,Cart View,P0366,2024-05-12
a591113d-d4f6-4865-819c-bda3c8737d37,e2d8d826-0801-4a13-9d2c-514e7f5a7605,Page View,P0190,2024-10-08
a5911f07-1c57-431d-9ff8-6ecc14a277cd,b2291537-72d6-4e6a-8170-225ead23d4c7,Remove from Cart,P0352,2024-09-09
a593eff0-23b7-4bbc-b18c-63457991d75f,8214197a-a1ec-400d-9a2f-bac839a9b093,Product Click,Unknown_Product,2023-11-10
a59959da-2152-4771-a933-9b87d6b40197,cd8b70e5-02a1-43b9-bbbb-7ede685f5066,Add to Cart,P0254,2024-10-03
a59a430b-5fa3-43af-81b6-548dc771eebb,a01a1d65-a022-48a7-8fd9-15e526500b70,Page View,P0158,2024-07-11
a59b0cc3-6365-4af0-a240-0318b3cf0c94,5b02dc38-bbb0-4c84-aac5-760d6f049966,Search,Unknown_Product,2024-02-23
a59c71a2-17f3-4c26-9b56-73fa783d8dc7,49bb3849-700e-48b2-810b-b58b48897904,Product Click,P0194,2024-04-16
a59d40d1-8ab2-4457-8130-dc54a5790c82,f54ed68c-c93f-4c62-9942-1afa3427cd83,Product Click,P0029,2025-08-09
a59dc35f-021f-4b3e-a005-17811656332c,c65c1690-931a-40a0-ba1b-08a05737ff7d,Product Click,P0215,2024-02-03
a59e92d6-5662-473b-bffc-88b0c8e2a79d,1c0f5afc-63ec-4acf-b206-49d538352d6f,Page View,Unknown_Product,2023-12-06
a59e9735-cd6b-4151-a67f-1b818c0425aa,500daa28-f9f7-4c7e-9854-374c0d6454b4,Page View,P0454,2024-07-26
a59ef105-ab61-4162-9e82-e9dba65ba344,132c0055-b013-4b38-b91c-78ccde8c2651,Add to Cart,P0207,2025-01-06
a5a33d78-4dbf-4036-833f-238a6edac2d4,a26bccf2-f9c9-46c3-9ff3-e3fb4fb2d922,Search,P0252,2024-12-07
a5a77a96-b739-4c01-8179-cba049660243,e95437cf-717a-4643-bda3-0c11bff0e69d,Add to Cart,Unknown_Product,2024-10-29
a5a83b80-4658-45a8-a254-e8d47ced084e,f8fb459b-3423-4b26-a045-5c8439d43753,Remove from Cart,P0105,2024-06-25
a5ad0ed3-5ab6-45cc-87ad-a5fdcaed754e,d829f133-0948-4495-9fbc-68c7a49dbaac,Cart View,Unknown_Product,2024-10-04
a5aded09-eea0-4507-a3b3-18004d0bedf4,20f8f635-57d7-4c91-9a1b-3e5dcef138b6,Product Click,P0278,2024-06-26
a5aeb4c4-281f-4181-a63c-0b51c3523b9a,1e901bb3-6b04-47df-b81a-bd694ee704e6,Cart View,Unknown_Product,2024-05-13
a5affe4d-d9b9-4ac1-9470-a4fdb347ee35,368a92c8-4aa3-4c4c-acdd-564b5f3fc3cf,Product Click,P0238,2023-11-19
a5b1352b-d736-4df1-9387-212069ba37d9,9f79d2fd-270d-431d-8ee4-5f17f5662f01,Cart View,Unknown_Product,2025-02-15
a5b203f5-1fb3-4396-8420-3856abe1c966,fcd5ce20-3599-4062-aa5a-49e2b3bdd4ca,Page View,P0044,2024-06-08
a5b23139-73e8-46b2-8296-8984ab03dc1d,373cc88f-e2ae-4fa8-b86a-4e9a29fb9e57,Add to Cart,P0302,2024-04-17
a5b35a52-2859-4233-82c8-d3eab9986384,47b3a61a-6ba0-4c7d-a282-a7b43ed81c3e,Add to Cart,Unknown_Product,2024-06-07
a5b56e4e-3e25-4a98-a3a0-0b30935be380,75d7499c-456d-464b-9c05-8b42ebf32daa,Add to Cart,P0368,2025-08-22
a5b68ec2-cf18-4dd2-abd9-5f7e6e20cf73,32d47a2b-dc29-494f-83ed-be82cb24b558,Remove from Cart,P0409,2024-05-23
a5b959c3-85d7-420c-93e9-4c7db7cc6269,0ef6a161-f784-4b8d-ba8c-2401165b1152,Product Click,Unknown_Product,2024-01-16
a5bc8209-9edb-412b-b50d-6c938c2c7e39,fb00aa5a-aa14-40c4-af28-2861d0bab28b,Product Click,Unknown_Product,2024-01-28
a5bd3a59-392e-4ac7-8779-16a08201eea9,b78ef02a-499d-4e01-a83c-7a0706abd5a6,Remove from Cart,P0146,2024-05-09
a5bdd8cf-0663-41f2-8224-4100bff82ae6,777d0083-8ce5-477d-8100-e55b871a18cb,Remove from Cart,Unknown_Product,2024-10-26
a5bf3021-366a-4dc5-93b8-aee6e670e667,c774b850-7c15-4b63-aabc-513e083d34d9,Search,P0259,2024-05-21
a5c2955b-7d0d-421b-be45-12a74c75eff7,d7f2f16e-24b9-4283-af15-718b84caaca4,Add to Cart,Unknown_Product,2024-09-02
a5c4da9c-26a9-4010-b007-a9e91154e846,47b3a61a-6ba0-4c7d-a282-a7b43ed81c3e,Product Click,P0340,2025-02-01
a5c4e8da-7dbf-476e-91f8-f5e8a0eac541,1b7f1b04-e34c-4d55-baaf-18f3bcf648e6,Cart View,P0160,2025-03-03
a5c9c3d2-600e-4496-8aef-eae65003313f,d486420e-530d-4717-a86e-aeac60817d87,Add to Cart,Unknown_Product,2023-10-02
a5cccb2b-013e-4bc2-89db-d60ef2edb443,502acd9f-24fe-46bb-81a5-f54b84b1579e,Product Click,Unknown_Product,2024-01-20
a5cdd9cd-e7c2-4793-8fb6-b660e493e472,8d3c50ee-603c-4ce4-81d4-2f3cbd6392dc,Product Click,P0010,2023-11-18
a5dbaa4f-3cf6-473d-955e-9d18a4c5adbe,637a00b8-6261-4fb5-a1a6-82a8b3ad1360,Remove from Cart,P0490,2024-04-10
a5dc7f9b-99b1-46cb-9479-12fa2e380dcb,cdad1fea-df5b-4bea-ae3e-b0c4c949c515,Search,P0382,2023-12-23
a5dd5607-7cf7-49c6-8e13-9fe4b666f713,1c75faa2-cfdc-4f21-9046-5b486511dcc3,Add to Cart,P0453,2023-11-19
a5e4ba14-e658-429a-9b64-fa7a51ef5e24,d37480eb-b089-4ffa-a60c-a2112c6cae0f,Page View,P0345,2025-07-24
a5e4df91-9bc5-40cb-bbdc-7a397f6012fe,f9aac01a-1e2e-4ce1-8132-0c77d4d9eb96,Product Click,Unknown_Product,2024-08-20
a5ed206b-fb84-40e9-a77c-7f4425f07eea,492d6cd3-7ac6-4a63-bfe3-fa91b6083423,Remove from Cart,P0315,2023-12-27
a5ed3756-9171-4230-94c7-0f3dbfb97e2d,413319d4-7a2a-4f1e-82f0-d7a8c4ce754f,Cart View,Unknown_Product,2024-12-01
a5ed3e0a-bb99-426c-a57e-838c272023d8,4150e4aa-c61e-41c7-a16e-5fd8fdc88e09,Add to Cart,Unknown_Product,2025-07-16
a5eea10d-0022-4891-97d3-dfa255977cdd,aca9e8d8-3f58-4ac9-a398-dbde14469e21,Product Click,P0221,2024-07-10
a5f05ecc-39ac-40aa-9c4c-06aafdeff3d4,ba3fd76c-2a14-434c-886f-800dcfd13223,Add to Cart,P0456,2023-09-19
a5f1196a-ba93-40cd-a071-64f1fca4b177,f08ed1fa-2843-4b33-a9c2-d6c1b15356e9,Add to Cart,P0186,2025-05-17
a5f310c5-7098-4960-911c-963d49ae7942,deaa086e-e579-4507-a349-6cf9053c4bb3,Add to Cart,P0018,2024-09-28
a5f4a439-52d9-46f1-ae03-fc463d8d86d6,a4c485d1-2188-422a-9280-72554cff3281,Search,P0276,2025-02-23
a5f7f63b-a13c-4105-9252-d1d6b33178f0,11b97163-81b4-4a14-a607-17e989401698,Page View,P0359,2024-03-15
a5f86992-deb9-44cf-ba77-67177632d46a,11983893-fa9f-419f-9e7b-68cab0a4e288,Remove from Cart,P0400,2024-07-23
a5fabe77-f62b-4d42-9827-b0bc93000881,6ee5bf34-3557-495c-a9ce-bb8b51675db7,Add to Cart,P0217,2025-04-15
a5fe20c4-c9a2-4078-ae9c-48872d149b6c,5ee7f8d0-1d69-4beb-b382-1c1edf92167d,Search,Unknown_Product,2024-01-23
a6012bac-f7b8-4eda-808c-8661f5682c41,a47097f7-7088-4103-a167-e3ade51d24b0,Page View,P0365,2025-08-06
a6027b56-fde4-4002-a466-76f5cef76535,8d161f94-de12-4350-93de-3d72925a63cc,Cart View,Unknown_Product,2023-10-18
a606b809-27ee-4e7f-8723-c726f0609521,ab52212b-fd7b-4140-a8c3-1afc399921cb,Remove from Cart,P0473,2024-07-19
a608cf6c-500c-4a62-a281-8573d02ee25d,e70aca73-3965-46f4-b3d8-a82d780e55bc,Page View,P0387,2025-02-07
a60a02f5-b639-4a73-a03d-069563f4e921,21ce0926-82d1-4852-808a-195d779b69c0,Add to Cart,P0026,2025-03-05
a60bf7a9-b697-4833-8ac7-054aa966cb48,3baf67b5-a905-483a-905c-d77a6720484f,Remove from Cart,Unknown_Product,2024-01-21
a60fcb61-9e8d-4b03-9eeb-4e5e3ea0ae73,c081bd37-5d71-4748-87a9-b8209e955a4a,Search,P0202,2024-06-17
a6123731-28ed-4444-b2d4-e1af8cf6cae8,ad630cf9-189b-4609-9f46-d394e852d64d,Product Click,Unknown_Product,2025-02-20
a615a41e-ec96-44a7-aa95-1a64af4ef8ad,a0bf11d2-b631-432d-ace8-5ad31af43699,Cart View,P0421,2023-12-11
a6164c5d-2eff-4d59-a4e0-918552d86bba,72acbc0f-0e25-4ac0-b55a-44ea44a487c1,Product Click,P0203,2024-05-01
a6177313-fb6b-4e0f-a958-9b2f1e881f37,04ddbf9d-5d64-40af-8a77-a2d62fa30364,Add to Cart,P0159,2025-08-25
a6210844-1827-4932-aca7-ecdc901756dd,061c5e7c-240d-4448-ab3b-0a86c4d83b48,Cart View,P0457,2023-09-27
a62164db-b229-448e-bd0a-fc7c958d110f,fe72301f-ca13-46ba-86b3-48fb0793c058,Remove from Cart,P0194,2024-11-24
a6247c18-0775-4af2-bc49-7bf30cafec7e,5c21d0cf-e499-428e-8f8e-e637f5734f86,Cart View,P0475,2024-11-25
a625615e-dd13-4dec-a411-796eb053060f,7df82833-a8a5-4892-9cf5-7fddda5dee4d,Cart View,P0189,2025-06-17
a625870f-6c4b-44bb-84be-55a736141f3c,dc3e8fb1-22d5-44ec-8d27-67bb511d3961,Page View,Unknown_Product,2025-01-20
a6278788-bd39-43bd-9197-0e2637203470,cefb2434-1af1-4ddd-8022-74e8b6bc44de,Product Click,P0439,2025-05-04
a6298027-83f1-48f6-b438-968994a935e3,b1eacb76-00e7-45c2-b1b5-aea7fd1b592e,Cart View,P0127,2024-06-18
a62f592c-2ee7-491c-9925-4faba39259ae,1b26c84c-66c5-4b5e-8dc9-1c91fd143ba5,Remove from Cart,Unknown_Product,2024-05-22
a62fe1cc-25ad-4ccb-86b7-4724ccdc1318,0c5b323e-e04b-4d27-bac3-97e4df8fdf76,Product Click,Unknown_Product,2024-07-18
a6310cd7-db25-4be4-b46b-a662a056c140,6514da93-5362-4eb2-9519-ea24dd2b56f5,Product Click,P0217,2024-07-22
a632e55a-5483-401a-a59b-7bac701d11d2,f8b5153c-015d-492d-8ceb-f660486deaed,Add to Cart,P0231,2025-09-09
a635d51b-04bd-453c-9141-9038048f353d,3ae6ded8-19cf-4364-826d-d8cada44af39,Search,P0271,2023-11-23
a636b57d-8731-4aef-87b2-1d5b3d90b862,aa79aecf-766e-4242-bddf-a99ceaaaac26,Product Click,Unknown_Product,2024-10-25
a638df59-01eb-4593-9362-b1e76f00b100,d6171546-a12f-4eee-8e48-8a4e4b5820fb,Remove from Cart,Unknown_Product,2024-08-10
a63a717d-01bf-4368-8bb9-942d4cc6447e,c5565503-c376-44f2-9775-644ee0d52ea7,Page View,P0120,2024-07-25
a63d96ae-3adb-473d-81d5-7398aca6c3ff,7efd0c81-5400-48e6-8c88-8caaf27e9c1a,Remove from Cart,P0364,2023-10-31
a63e53d0-644a-446e-9252-5f0e96bec691,a0f85c3c-37f7-4ac5-a09e-b49c1befdad3,Search,Unknown_Product,2024-09-14
a648b614-fc4f-4831-aaad-29267e470239,dddd5a2b-12da-412a-b128-7903368ef137,Cart View,P0140,2024-03-29
a649a098-36bf-4301-b1de-572d3a688a37,394915df-7afa-4a2d-96c5-a89ac481d71c,Remove from Cart,P0016,2024-12-28
a64ed1ba-1280-4bac-86f8-5fde2cb1e5fd,deb0ff32-7fb9-4152-9982-085e7d61d2c2,Product Click,P0210,2025-06-10
a64eff55-933a-4a17-86ef-f9a58d150a6b,c2d9eaa1-fcf3-431f-8cb4-12d9af31dee3,Search,Unknown_Product,2024-05-11
a6507798-d5dd-47b3-a110-6597e19e10bc,46550c14-39f2-4acf-8b2f-a04f461a8c12,Search,Unknown_Product,2025-03-25
a650ace4-b8f7-4655-92cf-ae55f75aef48,aabd00b4-5e15-46a3-a96b-fc635a901aee,Add to Cart,Unknown_Product,2023-12-03
a651ced0-9f74-4a6b-ad2f-0907fd3228f6,ba8e0507-3fbb-4a8f-9aba-03a1350a84a5,Add to Cart,P0472,2024-12-14
a6539a2d-9b88-4202-bdfb-8144342ad7e7,ea1f066e-d392-4cf1-9dd5-37988e54f056,Add to Cart,P0167,2024-12-03
a65587c1-cb8b-44fd-ac5b-29332b7b2a37,a44d5228-1760-4470-9819-e1ae876a34c5,Add to Cart,P0139,2025-07-04
a656ba4d-1408-4d6d-a67c-fa6000e942bd,7987808d-2647-4162-b3e4-ce866762de75,Product Click,P0226,2024-01-12
a656e353-0706-4c8c-bbef-3def1e1ff9fd,49705997-6b10-48f3-9a17-530a920ea409,Add to Cart,P0010,2023-12-24
a6588651-7bc9-492b-b0ff-be4cc1bb1fed,638dd939-156d-4a92-910c-558697d7530d,Page View,P0190,2025-06-05
a65c3779-3eae-43e5-a81d-3251bc44ca98,710fc5ac-d546-45a3-9606-ea08e1527d8a,Product Click,P0305,2024-02-02
a65c58a9-924d-462e-8c48-b19b40f7f2ad,09701522-d142-4c8c-9b6a-b8a48a872d53,Cart View,Unknown_Product,2024-02-29
a65ccf9b-d327-4142-8355-e98bf529792a,18844eae-5a6e-4113-8674-ecbe81884d1d,Remove from Cart,P0029,2024-05-02
a65cd235-2ba4-4aea-bb95-d13eb8dc1c90,efdf5cf9-3b1c-4aa4-ac74-d3343b67e93b,Cart View,P0188,2024-01-24
a65e6504-7ccb-4a28-ad2c-c4e7832526c7,2bf6e59a-d905-4d6a-8816-7dbbb46a94bb,Search,P0037,2023-10-14
a660a3b5-a0c1-431b-9a52-3240bd60945b,2368b7ca-179a-45dc-856b-57c1fa632234,Remove from Cart,P0085,2023-11-26
a6621402-ba83-46a9-aa79-2fdf836745af,60265ab3-9dfb-469c-839f-d94e5dce92a9,Cart View,Unknown_Product,2023-11-05
a662b5a2-5ee2-4635-a981-88d3b19892f2,dbd5a91e-94ab-4fb4-b0eb-f7752b3788e8,Product Click,P0054,2024-02-07
a664b811-996e-42ef-8f45-d92e26f602a8,1249e5d4-3293-4143-a304-58c54718eff5,Add to Cart,Unknown_Product,2023-11-13
a66531a1-f94e-4ae0-bbbf-2a2b60db4ca4,bbbd7768-7d2a-4136-b405-58595f657293,Search,P0398,2025-06-18
a665f7c4-2937-4b60-9cd4-0c6e0e557f8a,d61ae5fc-5743-4229-89de-3174ccc881a1,Page View,P0073,2023-11-18
a668e5ca-e16f-41cd-bbbd-35d6f47a4194,3d4675aa-6f70-4f96-adf0-f6254139f419,Cart View,P0102,2025-08-28
a66bf703-8f07-49a6-b9d1-456bc734605a,5292720e-f7ab-4825-86d9-388219175a40,Product Click,P0033,2024-01-12
a66f3c84-2d1f-40f2-9d9e-4c37ebdcd1dd,5ee7f8d0-1d69-4beb-b382-1c1edf92167d,Remove from Cart,P0114,2024-08-02
a670faa4-d66a-4b76-b534-fdb485330985,a86545ea-b741-4e61-aed9-e56ebfecdc95,Cart View,P0062,2025-05-22
a672434b-c266-4f82-b9e6-ac0c88ea314c,1e3be5a5-2c39-488a-a84f-092efff59a52,Remove from Cart,P0386,2023-11-07
a67349e5-8391-48b2-a894-79e9ae7ffc88,18271e38-660a-467a-b4d5-d5efd60a981c,Product Click,P0350,2025-07-30
a673c313-1538-40be-8ecf-96855e9368e7,abb2ed96-ce78-4f37-8c33-55028dc02d5a,Page View,Unknown_Product,2024-03-19
a674694a-3f48-47da-a85d-0739ae41e705,f9493f5c-88af-4625-9bcd-5f0623203446,Search,P0177,2024-11-27
a674b5df-d92d-4eb1-8288-4baa514557b8,808c50fd-4c76-4f8a-baf0-7551517ee224,Remove from Cart,Unknown_Product,2024-05-06
a6782fb1-2473-467b-ac2e-eb4fb236ef73,efad0feb-6e50-4060-af77-ec4e991aaa50,Remove from Cart,P0191,2024-03-20
a67a7562-c331-49cd-9040-6a1e2a68343d,507e0f9b-033c-41ed-a461-aeeb8b4606ca,Product Click,P0055,2024-01-03
a67b0ba0-e57f-495a-b910-b9ab5ae00f54,45b4a07b-99c7-48fa-9ae1-e1c8d5dd85bf,Add to Cart,P0133,2024-10-01
a67cd8bf-0e3a-4b4d-903f-64b39318c82e,dd98b6bc-0512-4600-9157-ca5f6d0f4cc0,Remove from Cart,P0385,2025-03-28
a67f873c-b16d-421f-bd5f-f884bdd0946a,5b6c6a15-d6e1-49e7-be7e-5695a974746c,Page View,P0304,2025-03-19
a681edc4-e2e1-451a-a576-49607ffc9ce9,cbdb08d2-f8ea-4f07-867e-e803f058fb25,Remove from Cart,Unknown_Product,2024-06-09
a68244cc-0d54-4ce7-aaa0-1473d459dd35,b0a8255a-1726-40c1-a37d-d62a7a995126,Cart View,P0248,2024-07-09
a6846664-25f6-4adc-afef-1ca1e8adcaf6,073ee192-6740-4b10-a1da-f5a556bad5aa,Product Click,P0459,2024-11-10
a684c449-4251-4c0a-9bd3-0bde0243da54,ced09f3f-b09b-487a-a592-cbbfbffd7be0,Page View,P0406,2025-03-05
a6868d8d-96ba-4279-93e7-549ea19d0f13,14d29070-05e8-457e-98fb-b6f0bdb8e9df,Product Click,P0188,2025-04-20
a6870e27-e8b8-4d3a-ac04-053dc3a85d43,ddc5b2e1-cdde-4e52-83b6-7fa2d6e36783,Add to Cart,Unknown_Product,2024-06-12
a688b3a7-6a2a-493c-b3e2-36c7f36ef68a,4787c961-da26-402d-a118-ed6ca3f52e77,Page View,P0330,2023-12-04
a68da760-54ab-405d-b4d9-e59d2aea6c75,368265cf-7c8d-4bdd-a269-4a695a2b5eff,Add to Cart,P0043,2024-02-27
a69223dc-feb1-4dbd-9922-0c6d7d27ce8a,cab95c35-5c38-4e85-809c-b4315ea7c9d0,Add to Cart,P0190,2024-04-14
a692ca88-870a-4188-bc64-cb753986f3cc,6e1dd798-4306-40ef-ada8-8fe656e00d60,Search,P0346,2025-02-21
a696e51a-805f-4f3c-ad57-b76644c9c5c8,8352e8fc-2c05-4122-a106-982563dea0f3,Search,P0448,2023-11-04
a69880bb-4046-44fe-bcea-f1993d53d32e,79385035-9c21-4188-93bf-f3d88cc1ecfd,Product Click,P0360,2024-05-08
a699023e-98b7-408a-a34d-89d12a6b4571,01b9a913-c93a-42d4-8527-8d8985b9b3fb,Remove from Cart,Unknown_Product,2025-02-03
a69baeef-cc0f-4c7a-883a-04bcb6d04af0,471917b5-31fc-4280-87b0-7819f903cd1f,Add to Cart,P0198,2025-07-04
a6aa2bea-23a3-4348-bf78-90ca84860c19,1df57d76-755c-405d-ba63-ba4b305263e9,Page View,P0236,2023-12-31
a6ac2617-06a5-4d55-be0e-3de10c671407,3145c40a-1369-4f35-a038-0ad3b78f434d,Product Click,P0203,2024-01-09
a6af775b-13ae-4486-b0f4-8c6505bbd481,cf07e55d-f0cd-4dc0-8126-1984ab4ab4a5,Cart View,P0032,2024-12-21
a6b2a3b9-fbb1-4e9c-9c9e-5660f0c24509,bd8ca473-5010-47f6-982f-6af477462fa9,Add to Cart,Unknown_Product,2024-09-04
a6b311d2-fd11-4a78-b9eb-d75b1786b6ac,313d972d-c762-4d0b-9ca0-0eaae780fa63,Remove from Cart,P0245,2025-01-11
a6b81e39-6b6d-44b6-9a4d-4b56f48cd32e,9e1c59d8-f588-4cdd-829c-a02bdf298219,Search,P0481,2024-07-28
a6b8e5a2-1bbf-407f-b5ef-e7f3a2052c59,101430d6-55de-4b06-bd70-d9cd4abd73e6,Cart View,P0384,2023-09-15
a6b99dc8-c89f-457c-b195-8fff2c5dfdf0,20fbc313-1099-44b3-a82a-098ac057107a,Page View,Unknown_Product,2024-03-19
a6ba876d-e020-4ebc-9742-9ac7682fcd09,220a9709-938a-493a-a42b-6bfa4bbdfc72,Add to Cart,P0475,2024-06-21
a6bb0b26-08d8-49d3-9724-5c4e849bae72,4318d477-5f2c-42af-a612-8fdb80a9f563,Product Click,P0447,2024-01-15
a6c48cec-d64b-472e-bc1c-f96d2c065555,5f6a29c3-8590-41cf-a9a9-90f34d4a063f,Product Click,P0101,2024-06-05
a6c4f152-e39c-4dc7-98a2-baa66de8753e,c3f95973-16b7-4da6-a354-56e438458b81,Cart View,P0244,2024-11-23
a6c55bf4-1cd7-4d13-8c04-531705160619,01630843-e6aa-4357-b412-474efffed4df,Remove from Cart,P0095,2023-12-15
a6ca2d80-edca-4d0b-b156-85b0fd604872,f74d021d-6bbf-4705-86db-cea19cd71528,Remove from Cart,P0241,2024-12-17
a6ccc4c1-fecd-4ef7-bd5a-e587ec6ad613,34b17c6a-2b6b-4cd8-ad25-f72b71aee645,Remove from Cart,P0426,2024-12-23
a6d06c57-caa9-4e5b-bc6a-be065780063e,fc2a641f-7f79-48d3-adf6-855d2ef10a17,Cart View,P0345,2024-12-30
a6d0ee77-f235-42ce-8b27-4232decf1efd,3e299989-0313-45b6-8dca-fce36cc3cb0c,Add to Cart,P0100,2025-08-17
a6d2a95a-024a-47fb-aab9-4c432245e599,b128c172-6d6f-4280-891d-9861b4c2f72b,Product Click,Unknown_Product,2024-04-14
a6d71fa5-20fc-4140-84a5-d0dbc273a1fa,a6568b5e-464e-4341-9dd7-8526d1bbcd43,Cart View,P0195,2024-04-13
a6d9acf6-1d08-4f2e-bc70-99560b032fb8,6d91f784-a32f-4131-98a1-783cb263d9b9,Add to Cart,Unknown_Product,2025-06-24
a6de76ea-33ee-400f-addd-aef8510b2a02,85c31aea-f4e6-4dfd-bb61-4c13691edd76,Search,Unknown_Product,2024-09-22
a6dfa72b-3cc1-485d-a45b-9ea6bb5bd125,cc9160db-9004-4167-89db-df49b5c80e75,Cart View,P0463,2025-08-31
a6e118b2-6787-4a52-bbb0-6ee13946a499,cc0144a4-b79d-46e2-ba1a-b158c05daa40,Page View,P0237,2025-03-06
a6e26cb9-e4ea-471f-afeb-cdb3f40cfba5,b30f3989-a28d-43f0-9b3a-993c94dcbffd,Add to Cart,P0264,2025-02-27
a6e33c3b-be7f-474a-90e9-68ab5887fdaf,68e65ac8-e825-4677-8a0f-ca36435c4003,Remove from Cart,P0321,2025-09-04
a6e4653a-30c9-46c6-b9cc-c05c6a49cb0b,43b0b576-ba42-4eab-825f-fd9812aabbfe,Product Click,P0404,2024-10-09
a6e571f5-2aab-4a62-8c5f-4f2a45463c75,1cfe276c-9bff-4c23-9a8e-572a88e374e9,Product Click,P0409,2024-12-08
a6e85b5a-e1a1-47c1-bcf6-c1ddd67b3cde,b04d19ad-4b5e-423d-ad70-1b2a6c59e98f,Product Click,P0090,2023-12-03
a6ed66c7-802e-42f4-96bf-704d741f5a72,180a7d4e-fb9a-41ca-8880-c4507dac83fa,Search,P0381,2024-06-20
a6ef8fec-d460-4d74-af3c-27c16dcef6fe,f3f4398e-83dc-4d33-adb0-09c5917b9450,Add to Cart,P0455,2023-09-14
a6f21aa3-4af1-4d74-9efe-a4f6c37468f9,594bfc17-b86b-4093-8b6a-d1f82dd0954c,Product Click,P0033,2024-09-18
a6f29deb-b911-4ce0-ba0d-c4e4f9481b1d,c210ba69-3d47-48f1-996e-86e68a177ffc,Product Click,P0494,2025-05-25
a6f2a164-8f19-446e-8ea2-0d6f21649321,e7851109-ac0c-46db-a0b7-891117538293,Page View,Unknown_Product,2025-06-01
a6f2f5fc-74ca-48b9-a175-97c1f330af0d,33ddeac4-5291-4c3c-acc6-8307b10eeff8,Add to Cart,Unknown_Product,2024-02-18
a6f637b7-421d-4053-87c6-76207c52a38f,30c0b44a-1c61-4220-9690-884f82ed6693,Product Click,P0028,2023-11-18
a6faf300-63dd-4875-814d-828efec16014,603de655-a777-4957-9d13-bb7eb4314666,Search,P0205,2024-04-05
a6fb224e-f596-41fc-8933-eeaa7562c5cc,4b0554b6-f23c-4b94-84fd-23b28bfbdd89,Page View,P0005,2025-07-26
a6fd7368-3e8f-4b88-82b5-96d248ae0bfe,04e1dd61-082d-4234-9881-f9acc2d9908c,Search,Unknown_Product,2024-10-13
a6fffa7d-165f-4e83-bc83-7ab6e9677b11,69cabb55-a311-4ff1-ba00-4cfd852c010b,Page View,P0019,2024-06-23
a70135d7-cfe5-4393-a6df-79938dce5284,d13ca421-f675-4789-99fc-62c9839c9fa8,Add to Cart,P0342,2025-03-03
a7020294-39eb-4a5c-88bf-83eb2acc87fa,6e56ff1e-834c-488d-947f-e9ee94895b06,Remove from Cart,Unknown_Product,2025-02-21
a7057c24-6e85-4714-9ab5-1ec9bdcf0e72,f84a614a-25eb-4165-8cfd-45dc26490efa,Remove from Cart,P0258,2023-12-19
